Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,stats_id,value_id
44,Paul Akouokou,CIV,2,Betis,La Liga,24.0,8,6,516,0.0,0.35,0.0,0.0,0.0,21.0,0.0,0.0,0.0,50.4,87.5,88.6,90.8,76.7,0.0,0.35,0.0,57.5,0.53,6.84,1.75,0.0,0.0,4.74,49.1,1.05,1.05,0.0,0.88,1.58,0.53,1.58,69.2,19.8,1.23,0.0,0.0,2.11,5.09,2.11,14.7,44.7,9.12,1.05,1.58,66.7,45.3,166.7,76.0,1.05,47.5,97.1,0.35,0.18,0.0,2.46,0.53,0.0,0.0,0.0,0.0,1.58,0.18,90.0,,44,44
45,Jean-Daniel Akpa-Akpro,CIV,2,Lazio,Serie A,29.0,10,4,315,0.0,0.86,0.0,0.0,0.0,18.4,0.0,0.0,0.0,26.3,81.4,84.1,91.4,66.7,0.0,0.29,0.0,32.3,0.29,7.14,0.29,0.0,0.0,5.71,22.9,1.43,0.57,0.0,1.71,2.57,0.29,0.86,30.0,30.0,1.14,0.57,0.0,0.86,5.43,2.57,11.7,27.7,12.3,2.0,3.43,58.3,33.7,140.0,69.1,1.43,31.1,82.0,0.29,0.0,0.0,4.0,2.86,0.0,0.0,0.29,0.0,2.0,2.0,50.0,,45,45
46,Kevin Akpoguma,NGA,1,Hoffenheim,Bundesliga,27.0,26,19,1527,0.12,0.71,0.24,33.3,0.17,12.7,0.0,0.0,0.0,42.4,77.5,85.3,83.8,55.9,0.12,0.76,0.12,54.7,1.0,7.29,1.12,1.71,0.0,5.18,37.6,2.12,1.59,0.24,1.0,0.71,0.47,1.06,56.3,14.9,3.29,0.12,0.0,2.06,4.24,3.71,22.4,31.9,16.8,1.06,2.06,51.4,37.8,180.6,101.9,0.82,37.4,89.9,0.29,0.0,0.0,1.76,1.41,0.24,1.71,0.06,0.0,1.35,1.29,51.1,,46,46
47,David Alaba,AUT,1,Real Madrid,La Liga,29.0,30,30,2642,0.07,0.71,0.2,28.6,0.1,22.0,0.24,0.0,0.0,61.4,91.7,96.5,94.3,75.8,0.1,0.61,0.17,66.9,1.36,5.37,0.65,1.09,0.1,55.2,8.54,0.65,1.56,0.27,0.44,0.34,0.07,0.31,56.3,7.59,1.26,0.58,0.03,1.39,2.24,8.74,33.6,36.5,10.0,0.17,0.27,62.5,54.4,331.9,181.2,0.24,57.4,96.7,0.07,0.0,0.0,0.61,0.44,0.07,1.09,0.0,0.0,0.78,0.78,50.0,,47,47
48,Sofiane Alakouch,MAR,1,Metz,Ligue 1,23.0,4,0,158,0.0,0.56,0.0,0.0,0.0,26.0,0.0,0.0,0.0,46.7,82.4,94.1,84.2,40.0,0.0,0.0,0.0,56.7,0.56,4.44,0.56,0.56,0.0,3.33,45.6,2.22,0.56,0.0,2.22,2.22,0.0,1.67,50.0,28.9,3.33,0.0,0.0,3.33,7.78,4.44,21.7,40.0,17.2,1.11,2.78,40.0,48.9,166.1,97.2,0.0,46.7,91.3,0.56,0.0,0.0,2.78,4.44,0.0,0.56,0.0,0.0,0.56,0.56,50.0,MF,48,48
49,Tomás Alarcón,CHI,2,Cádiz,La Liga,23.0,23,16,1425,0.0,0.95,0.13,13.3,0.0,24.6,0.0,0.0,0.0,26.2,71.4,88.4,76.4,55.4,0.06,0.51,0.19,36.7,2.09,7.09,2.91,1.46,2.03,2.47,30.9,0.57,1.65,0.19,0.89,0.7,0.32,0.63,45.5,16.5,2.03,0.38,0.0,1.71,3.61,3.35,14.6,25.9,9.87,0.25,0.57,44.4,25.7,97.3,39.0,0.82,24.0,91.1,0.32,0.0,0.0,1.65,0.63,0.06,1.46,0.13,0.0,1.39,1.39,50.0,,49,49
50,Lucas Alario,ARG,3,Leverkusen,Bundesliga,29.0,27,5,655,0.82,3.15,1.78,56.5,0.26,11.2,0.0,0.0,0.14,14.5,68.4,71.7,76.7,28.6,0.0,0.27,0.0,21.2,0.0,6.44,0.14,0.41,0.0,1.64,14.8,1.1,3.42,0.55,0.0,0.55,0.14,0.27,66.7,14.0,0.96,0.0,0.0,0.41,1.1,0.96,3.15,14.9,18.5,1.51,1.78,84.6,22.5,90.1,38.8,2.19,26.8,64.7,0.27,0.0,0.0,1.1,1.51,0.96,0.41,0.0,0.0,2.74,4.79,36.4,,50,50
51,Jordi Alba,ESP,1,Barcelona,La Liga,33.0,30,30,2644,0.07,1.05,0.2,19.4,0.06,23.5,0.03,0.0,0.0,79.5,84.3,92.1,87.0,63.2,0.34,2.18,0.61,94.2,2.86,6.26,1.73,3.54,0.03,72.8,9.83,2.59,2.86,0.44,0.41,0.88,0.2,0.75,47.8,11.0,1.9,0.24,0.0,1.63,3.13,3.16,24.4,50.7,32.1,0.24,0.75,31.8,64.7,225.4,120.1,0.27,73.3,94.1,0.37,0.0,0.0,0.95,0.85,0.37,3.54,0.0,0.0,0.61,1.02,37.5,,51,51
52,Josué Albert,GUF,1,Clermont Foot,Ligue 1,30.0,2,0,22,0.0,5.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,30.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,20.0,10.0,0.0,0.0,0.0,30.0,50.0,35.0,0.0,30.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,52,52
53,Luis Alberto,ESP,2,Lazio,Serie A,29.0,34,27,2353,0.19,1.8,0.61,34.0,0.11,19.8,0.04,0.0,0.0,63.0,83.1,92.0,87.2,54.3,0.34,1.88,0.27,75.7,3.07,12.0,2.99,1.92,3.91,3.87,69.8,2.49,4.29,0.61,0.34,0.46,0.38,0.42,24.4,15.8,1.11,0.15,0.0,0.84,2.03,0.88,12.2,47.5,30.8,0.96,1.69,56.8,62.4,315.4,186.2,1.07,65.3,91.8,0.19,0.0,0.0,0.65,1.07,0.04,1.92,0.0,0.0,0.42,0.57,42.3,,53,53
54,Raúl Albiol,ESP,1,Villarreal,La Liga,36.0,28,28,2465,0.0,0.22,0.04,16.7,0.0,8.1,0.0,0.0,0.0,48.8,87.5,92.5,93.3,76.3,0.0,0.04,0.0,55.8,1.75,5.99,1.93,0.0,0.0,8.83,43.1,0.66,0.33,0.07,0.62,0.36,0.0,0.33,64.3,6.13,1.39,0.58,0.04,1.35,2.34,10.5,38.2,30.7,1.24,0.18,0.29,62.5,40.7,268.6,153.7,0.15,44.0,99.0,0.29,0.0,0.0,0.73,0.47,0.07,0.0,0.0,0.0,1.93,1.02,65.4,,54,54
55,Marc Albrighton,ENG,3,Leicester City,Premier League,32.0,17,11,1132,0.08,0.32,0.08,25.0,0.25,16.7,0.0,0.0,0.0,27.4,62.6,85.1,66.3,22.6,0.16,0.87,0.4,43.7,1.19,7.62,2.62,2.46,2.94,3.1,34.7,2.46,1.51,0.16,1.35,0.71,0.56,0.79,24.4,22.9,2.14,0.4,0.08,1.98,4.6,2.78,12.5,25.1,19.9,1.27,2.94,43.2,32.6,137.5,64.3,0.95,31.9,78.8,0.24,0.0,0.0,0.63,1.19,0.16,2.46,0.0,0.0,0.48,0.87,35.3,DF,55,55
56,Paco Alcácer,ESP,3,Villarreal,La Liga,28.0,18,10,787,0.11,2.18,0.92,42.1,0.05,13.0,0.11,0.0,0.0,14.3,72.5,81.8,67.4,70.0,0.34,0.57,0.11,19.7,0.0,4.02,0.34,0.23,0.0,3.68,12.9,0.92,1.49,0.69,0.11,0.34,0.11,0.23,40.0,12.9,0.92,0.0,0.0,0.46,1.03,0.34,1.95,12.2,15.3,0.46,0.8,57.1,15.3,62.9,30.5,0.8,19.9,54.2,0.11,0.0,0.0,0.8,0.8,0.92,0.23,0.0,0.0,1.84,2.76,40.0,,56,56
57,Thiago Alcántara,ESP,2,Liverpool,Premier League,31.0,25,17,1534,0.06,1.47,0.35,24.0,0.04,18.2,0.0,0.0,0.0,77.9,89.6,92.5,93.0,82.7,0.24,1.29,0.06,87.0,0.71,12.7,3.71,0.12,0.06,5.71,76.9,2.47,3.59,0.35,1.0,1.82,0.59,0.71,30.0,18.8,1.53,0.12,0.0,2.06,5.47,2.18,15.4,65.5,23.2,0.88,1.41,62.5,72.8,325.9,173.9,0.82,74.4,96.0,0.12,0.0,0.0,1.47,1.53,0.0,0.12,0.0,0.0,2.18,0.94,69.8,,57,57
58,Rubén Alcaraz,ESP,2,Cádiz,La Liga,31.0,14,12,1105,0.16,1.87,0.49,26.1,0.09,22.7,0.41,0.0,0.0,44.8,84.1,90.9,89.1,71.2,0.0,0.98,0.16,53.3,2.85,9.02,3.17,0.98,0.49,7.4,41.1,1.14,2.44,0.0,1.38,2.03,0.08,1.06,39.4,24.5,1.22,0.16,0.0,1.22,4.72,1.87,13.6,43.7,13.4,0.49,0.81,60.0,44.4,248.6,131.6,1.22,42.9,93.6,0.57,0.0,0.0,2.93,3.25,0.08,0.98,0.08,0.0,2.36,1.79,56.9,,58,58
59,Omar Alderete,PAR,1,Valencia,La Liga,25.0,29,28,2403,0.07,0.64,0.19,29.4,0.12,16.3,0.0,0.0,0.0,21.6,62.2,81.1,76.3,44.1,0.0,0.26,0.0,34.8,1.87,4.64,3.11,0.07,0.0,26.9,2.4,1.01,0.41,0.07,1.54,0.86,0.04,1.12,56.6,9.25,1.35,0.67,0.0,2.62,5.06,7.9,26.0,23.1,2.36,0.41,0.56,73.3,22.0,149.4,88.2,0.3,20.8,97.9,0.56,0.0,0.0,1.84,0.26,0.0,0.07,0.07,0.0,3.56,1.54,69.9,,59,59
60,Iván Alejo,ESP,2,Cádiz,La Liga,27.0,20,11,1065,0.17,1.02,0.34,33.3,0.17,21.2,0.0,0.0,0.0,17.1,58.9,81.0,63.6,30.4,0.17,1.78,1.61,29.1,0.25,5.25,1.86,6.53,0.0,1.86,23.3,0.68,3.14,0.42,1.86,0.68,0.25,1.27,39.5,28.9,1.27,0.0,0.0,1.36,4.15,2.03,10.8,19.4,21.4,1.44,3.56,40.5,33.2,275.3,171.2,2.97,29.7,74.8,0.59,0.0,0.0,3.22,3.31,0.42,6.53,0.08,0.0,1.19,1.19,50.0,FW,60,60
61,Doðan Alemdar,TUR,4,Rennes,Ligue 1,19.0,12,12,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,73.0,100.0,98.1,46.9,0.0,0.0,0.0,32.7,2.42,2.83,0.5,0.0,0.0,1.33,26.8,0.17,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,29.3,34.8,0.42,0.0,0.0,0.0,0.0,18.2,75.4,33.4,0.0,17.9,99.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61,61
62,Carles Aleñá,ESP,2,Getafe,La Liga,24.0,33,30,2320,0.04,1.82,0.54,29.8,0.02,23.2,0.0,0.0,0.0,26.7,80.1,88.9,82.4,65.1,0.08,0.62,0.16,33.3,0.93,7.83,1.4,0.85,0.43,28.4,3.06,1.2,2.02,0.16,0.62,0.5,0.19,0.62,33.3,21.4,1.05,0.08,0.0,0.74,2.05,0.54,5.54,25.1,14.8,0.58,1.32,44.1,31.2,145.9,67.3,1.67,31.0,80.5,0.23,0.04,0.0,2.21,1.67,0.04,0.85,0.0,0.0,0.54,1.16,31.8,,62,62
63,Trent Alexander-Arnold,ENG,1,Liverpool,Premier League,23.0,32,32,2853,0.06,1.61,0.44,27.5,0.04,23.0,0.16,0.0,0.0,63.5,74.4,88.0,80.5,57.4,0.38,2.81,0.82,85.4,2.84,7.48,6.28,4.01,4.13,8.8,63.7,3.22,4.73,0.54,0.69,0.47,0.22,0.73,39.0,9.09,1.23,0.16,0.03,2.4,3.79,2.43,19.1,44.5,35.6,0.82,1.39,59.1,54.4,190.7,104.6,0.82,59.3,93.2,0.06,0.0,0.0,0.5,0.28,0.35,4.01,0.0,0.0,0.57,0.69,45.0,,63,63
64,Mircea Alexandru Tirlea,ROU,1,Alavés,La Liga,22.0,1,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,71.4,100.0,66.7,66.7,0.0,0.0,0.0,70.0,0.0,20.0,0.0,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,5.0,5.0,10.0,30.0,45.0,15.0,10.0,15.0,66.7,35.0,120.0,70.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,50.0,,64,64
65,Mohamed Ali Cho,FRA,3,Angers,Ligue 1,18.0,32,21,1837,0.2,2.06,0.74,35.7,0.1,15.5,0.0,0.0,0.0,11.2,70.8,81.5,72.6,37.9,0.05,0.49,0.25,15.8,0.1,4.02,0.49,1.42,0.0,10.8,3.73,0.83,1.91,0.34,0.1,0.2,0.2,0.05,7.7,23.3,0.93,0.05,0.0,0.64,1.13,0.15,2.25,14.3,15.6,1.18,2.45,48.0,21.7,132.8,90.7,2.45,21.7,56.1,0.29,0.1,0.1,1.52,2.3,0.54,1.42,0.0,0.0,0.74,3.48,17.4,,65,65
66,Alisson,BRA,4,Liverpool,Premier League,29.0,36,36,3240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,86.6,98.4,98.9,66.3,0.03,0.0,0.0,37.8,1.72,2.67,1.03,0.0,0.0,2.78,28.6,0.53,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.0,0.0,0.0,30.5,40.3,0.42,0.0,0.06,0.08,66.7,23.1,81.8,44.9,0.0,23.0,99.3,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,66,66
67,Allan,BRA,2,Everton,Premier League,31.0,28,25,2183,0.0,0.29,0.12,42.9,0.0,24.1,0.0,0.0,0.0,31.2,78.3,85.5,83.1,63.1,0.08,0.78,0.08,39.8,0.86,6.42,0.7,0.25,0.0,3.58,33.9,1.81,1.32,0.25,1.28,1.69,0.21,1.07,29.5,26.7,1.89,0.37,0.0,1.73,4.9,3.33,13.9,31.2,8.64,0.66,0.99,66.7,31.4,158.0,83.0,1.28,27.0,92.5,0.29,0.04,0.0,1.6,1.15,0.0,0.25,0.0,0.0,0.49,0.53,48.0,,67,67
68,Jim Allevinah,GAB,3,Clermont Foot,Ligue 1,27.0,30,13,1488,0.06,2.55,0.91,35.7,0.02,18.7,0.06,0.0,0.0,25.1,75.3,83.0,76.5,59.3,0.12,0.73,0.18,33.3,0.24,7.03,1.03,1.88,0.55,5.33,25.5,1.33,2.73,0.18,0.42,0.67,0.36,0.42,41.2,12.7,0.79,0.12,0.0,0.61,2.06,0.67,8.0,24.4,21.8,1.88,3.94,47.7,39.2,281.3,164.6,3.03,37.7,80.2,0.06,0.0,0.0,1.09,2.36,0.12,1.88,0.06,0.0,1.03,1.45,41.5,,68,68
69,Dele Alli,ENG,2,Everton,Premier League,26.0,11,1,338,0.0,0.79,0.0,0.0,0.0,19.3,0.0,0.0,0.0,30.0,75.0,76.1,84.6,61.1,0.0,1.05,0.26,40.0,0.53,8.95,0.26,1.05,0.26,1.32,34.7,2.37,2.63,0.26,1.58,1.58,0.79,1.32,41.7,33.4,2.37,0.53,0.0,2.63,6.58,3.95,12.4,32.6,20.0,1.05,2.63,40.0,37.4,173.4,92.6,3.68,35.5,78.5,0.79,0.0,0.0,2.89,1.84,0.53,1.05,0.0,0.0,2.11,2.89,42.1,,69,69
70,Dele Alli,ENG,2,Tottenham,Premier League,26.0,10,8,657,0.14,0.55,0.27,50.0,0.0,18.2,0.0,0.14,0.14,22.9,78.0,87.0,81.2,51.9,0.0,0.68,0.0,29.3,0.82,5.75,0.27,0.41,0.0,1.37,24.7,1.51,1.1,0.14,1.51,0.82,0.27,0.68,29.4,28.6,3.42,0.68,0.0,2.33,4.93,3.15,11.9,23.6,13.3,0.68,2.47,27.8,29.2,124.4,61.1,2.47,27.3,76.0,0.14,0.0,0.0,1.78,2.05,0.27,0.41,0.0,0.0,1.51,1.78,45.8,FW,70,70
71,Miguel Almirón,PAR,2,Newcastle Utd,Premier League,28.0,30,19,1716,0.05,1.68,0.37,21.9,0.03,18.7,0.0,0.0,0.0,21.3,80.4,88.2,82.2,60.9,0.0,0.47,0.1,26.4,0.1,4.5,0.26,1.15,0.05,23.9,1.1,0.73,2.36,0.26,1.41,1.15,0.42,0.68,27.7,22.6,1.15,0.05,0.05,1.31,4.29,1.15,7.7,16.1,18.0,0.94,1.94,48.6,27.4,170.8,77.7,1.73,24.9,72.0,0.1,0.0,0.0,1.05,1.41,0.47,1.15,0.0,0.0,0.26,0.94,21.7,FW,71,71
72,Marcos Alonso,ESP,1,Chelsea,Premier League,31.0,28,25,2167,0.17,1.78,0.41,23.3,0.09,18.9,0.37,0.0,0.0,47.0,77.7,88.4,84.2,46.0,0.17,1.37,0.62,60.4,1.08,9.71,2.07,2.66,2.7,44.0,4.56,1.99,3.69,0.37,0.87,0.54,0.46,0.58,43.8,12.4,1.62,0.25,0.0,2.74,4.61,3.11,18.7,26.9,32.2,0.79,1.62,48.7,43.4,204.0,106.6,1.33,43.0,87.7,0.33,0.0,0.0,1.37,1.41,0.12,2.66,0.04,0.0,2.45,1.08,69.4,,72,72
73,Giorgio Altare,ITA,1,Cagliari,Serie A,23.0,19,17,1466,0.06,1.1,0.37,33.3,0.06,12.3,0.0,0.0,0.0,34.5,68.8,81.7,78.1,52.6,0.0,0.55,0.25,50.2,1.29,5.64,1.17,0.92,0.0,9.26,30.4,1.29,1.53,0.0,1.04,1.23,0.31,0.92,57.7,10.2,1.6,0.43,0.0,2.7,5.28,6.69,26.7,29.8,7.85,0.37,0.49,75.0,31.9,148.8,76.2,0.18,30.5,95.9,0.31,0.0,0.0,2.52,0.98,0.06,0.92,0.06,0.0,2.76,2.33,54.2,,73,73
74,Hugo Álvarez,ESP,3,Celta Vigo,La Liga,36.0,1,0,11,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,33.3,0.0,100.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,50.0,30.0,0.0,0.0,0.0,20.0,130.0,30.0,10.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,74
75,Yeray Álvarez,ESP,1,Athletic Club,La Liga,27.0,22,21,1860,0.0,0.39,0.0,0.0,0.0,11.9,0.0,0.0,0.0,39.9,82.8,92.0,90.4,63.6,0.0,0.19,0.0,48.1,2.37,5.31,2.08,0.1,0.0,3.57,38.9,0.68,0.53,0.05,0.87,0.77,0.0,0.34,50.0,6.62,1.35,0.87,0.05,2.61,4.25,8.7,31.3,29.2,3.0,0.19,0.34,57.1,29.7,217.7,117.8,0.24,31.5,98.8,0.29,0.0,0.0,1.21,0.77,0.05,0.1,0.0,0.0,3.38,2.22,60.3,,75,75
76,Dani Alves,BRA,1,Barcelona,La Liga,39.0,14,13,1098,0.08,0.41,0.16,40.0,0.2,30.2,0.0,0.0,0.0,75.3,84.9,93.4,89.9,56.0,0.25,2.21,1.07,88.8,2.7,9.67,4.92,3.03,2.87,9.59,69.7,2.21,2.54,0.33,1.31,1.23,0.33,1.15,48.3,13.8,1.48,0.25,0.0,1.97,4.84,2.46,19.7,59.4,23.7,1.07,1.39,76.5,68.0,287.8,164.8,0.49,65.4,97.2,0.16,0.08,0.0,2.38,0.98,0.0,3.03,0.08,0.0,0.66,0.74,47.1,,76,76
77,Steven Alzate,COL,2,Brighton,Premier League,23.0,9,5,404,0.0,0.22,0.22,100.0,0.0,18.4,0.0,0.0,0.0,46.0,88.5,90.2,94.4,75.0,0.0,0.67,0.22,52.0,0.44,7.33,0.89,0.44,0.0,3.33,44.2,1.33,1.56,0.22,0.67,1.11,0.22,0.67,60.0,17.6,1.11,0.22,0.0,3.11,5.11,3.56,18.0,37.3,12.4,1.11,1.33,83.3,41.1,168.7,89.6,0.89,38.9,93.1,0.0,0.0,0.0,1.33,1.78,0.0,0.44,0.0,0.0,1.56,2.67,36.8,,77,77
78,Ibrahim Amadou,FRA,1,Metz,Ligue 1,29.0,10,10,812,0.11,0.33,0.22,66.7,0.33,8.3,0.0,0.0,0.0,42.9,87.7,94.6,92.8,70.0,0.0,0.0,0.0,48.9,1.0,5.22,1.78,0.0,0.0,3.22,42.8,1.0,0.56,0.0,1.11,0.89,0.0,0.67,35.3,18.4,1.22,0.22,0.0,2.22,4.22,5.44,30.9,30.2,1.44,0.44,0.56,80.0,39.9,180.7,103.0,0.89,40.9,97.9,0.44,0.0,0.0,1.44,0.44,0.0,0.0,0.0,0.0,1.11,1.44,43.5,MF,78,78
79,Emmanuel Amankwaa Akurugu,GHA,1,Getafe,La Liga,20.0,3,1,79,0.0,1.11,0.0,0.0,0.0,23.7,0.0,0.0,0.0,30.0,67.5,78.9,75.0,42.9,1.11,0.0,0.0,44.4,0.0,6.67,1.11,1.11,0.0,26.7,2.22,1.11,1.11,1.11,0.0,0.0,0.0,0.0,0.0,13.3,3.33,0.0,0.0,0.0,0.0,1.11,12.2,30.0,15.6,3.33,4.44,75.0,28.9,183.3,122.2,0.0,27.8,75.8,0.0,0.0,0.0,2.22,1.11,0.0,1.11,0.0,0.0,2.22,1.11,66.7,,79,79
80,Daniel Amartey,GHA,1,Leicester City,Premier League,27.0,28,23,2123,0.0,0.08,0.04,50.0,0.0,32.1,0.0,0.0,0.0,57.3,91.7,94.6,95.3,80.9,0.0,0.0,0.0,62.5,0.89,5.81,0.97,0.0,0.0,5.59,53.3,0.93,0.72,0.04,0.64,0.38,0.04,0.68,50.0,7.29,2.03,1.02,0.04,1.27,2.33,11.4,38.6,34.8,2.58,0.25,0.34,75.0,49.8,218.9,124.6,0.08,52.4,97.9,0.17,0.0,0.0,0.72,0.38,0.04,0.0,0.0,0.0,1.91,1.61,54.2,,80,80
81,Amath,SEN,3,Mallorca,La Liga,25.0,19,9,884,0.0,1.12,0.41,36.4,0.0,17.0,0.0,0.0,0.0,16.9,78.7,86.0,71.2,86.7,0.1,0.51,0.1,21.5,0.1,4.9,0.2,0.71,0.1,4.18,15.2,1.33,1.84,0.2,1.12,1.22,0.31,0.71,35.0,21.1,1.84,0.2,0.0,1.12,3.78,1.33,6.53,16.6,15.4,1.63,3.06,53.3,24.5,123.1,68.8,1.84,23.1,63.0,0.51,0.0,0.0,2.04,2.14,0.61,0.71,0.0,0.0,0.31,1.73,15.0,MF,81,81
82,Jordan Amavi,FRA,1,Marseille,Ligue 1,28.0,2,2,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,86.4,89.5,91.7,75.0,0.0,1.43,0.71,62.9,1.43,5.71,2.14,1.43,0.0,37.9,12.1,4.29,0.71,0.0,2.86,1.43,0.71,3.57,55.6,9.29,0.71,0.0,0.0,0.71,5.71,2.14,17.9,50.0,12.1,0.0,2.14,0.0,47.9,230.7,127.1,1.43,52.1,90.1,0.0,0.0,0.0,2.14,0.71,0.0,1.43,0.0,0.0,2.14,1.43,60.0,,82,82
83,Jordan Amavi,FRA,1,Nice,Ligue 1,28.0,8,4,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,84.8,91.8,87.8,65.1,0.0,0.65,0.22,68.7,1.09,9.35,1.74,1.52,0.0,43.0,13.3,1.09,1.09,0.22,1.52,1.52,0.0,2.17,55.6,11.3,2.83,0.22,0.0,2.83,5.87,2.17,20.9,49.8,15.4,1.74,2.83,61.5,53.3,234.1,126.5,1.52,50.2,96.7,0.22,0.0,0.0,0.43,0.65,0.0,1.52,0.0,0.0,2.17,1.96,52.6,,83,83
84,Wisdom Amey,ITA,1,Bologna,Serie A,16.0,1,1,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,69.0,77.8,80.0,55.6,0.0,0.0,0.0,36.3,6.25,1.25,3.75,0.0,0.0,11.3,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,12.5,1.25,0.0,0.0,2.5,5.0,2.5,20.0,26.3,5.0,0.0,0.0,0.0,27.5,172.5,82.5,0.0,22.5,94.7,0.0,0.0,0.0,1.25,2.5,0.0,0.0,0.0,0.0,3.75,1.25,75.0,,84,84
85,Kelvin Amian,FRA,1,Spezia,Serie A,24.0,32,31,2646,0.03,0.88,0.24,26.9,0.04,14.2,0.0,0.0,0.0,30.6,79.2,89.2,81.0,56.6,0.03,0.41,0.1,38.7,0.71,5.99,0.37,0.54,0.0,3.16,24.9,1.46,0.95,0.03,1.5,0.51,0.31,0.78,57.5,15.1,2.31,0.78,0.0,1.63,3.95,4.42,20.3,21.5,10.2,0.71,1.09,65.6,25.6,117.7,60.7,0.71,25.6,88.6,0.31,0.07,0.03,1.33,0.54,0.03,0.54,0.0,0.0,1.46,1.33,52.4,,85,85
86,Nadiem Amiri,GER,2,Genoa,Serie A,25.0,13,9,683,0.0,2.11,0.79,37.5,0.0,22.3,0.13,0.0,0.0,29.9,73.9,85.7,79.0,40.8,0.13,0.92,0.13,40.4,1.84,5.53,0.92,1.05,1.71,3.29,35.3,1.71,3.82,0.13,0.39,0.66,0.39,0.39,30.0,20.4,0.92,0.0,0.0,0.66,2.11,0.13,5.13,30.1,23.0,1.84,3.29,56.0,38.6,190.7,106.7,1.84,38.0,84.3,0.0,0.0,0.0,0.92,3.03,0.13,1.05,0.0,0.0,0.66,1.84,26.3,FW,86,86
87,Nadiem Amiri,GER,2,Leverkusen,Bundesliga,25.0,13,3,369,0.24,1.95,0.49,25.0,0.13,20.1,0.24,0.0,0.0,44.9,82.5,87.1,88.5,65.6,0.0,2.2,0.0,54.4,0.24,11.0,3.41,0.73,1.22,4.63,48.8,1.22,1.71,0.24,0.98,0.49,0.49,0.98,57.1,13.9,1.22,0.24,0.0,1.22,3.17,0.24,13.9,38.3,21.7,1.71,3.41,50.0,50.5,324.9,163.7,1.95,51.5,86.1,0.0,0.0,0.0,0.24,3.17,0.0,0.73,0.0,0.0,0.24,0.98,20.0,FW,87,87
88,Ethan Ampadu,WAL,2,Venezia,Serie A,21.0,29,26,2282,0.0,0.28,0.04,14.3,0.0,18.5,0.0,0.0,0.0,34.1,75.0,82.9,83.9,53.3,0.12,0.51,0.2,45.4,1.57,7.28,0.98,0.75,0.0,6.5,31.9,1.26,1.42,0.2,1.73,0.98,0.28,0.79,44.4,16.9,2.4,0.83,0.0,2.17,5.16,5.51,23.6,28.5,7.87,0.39,0.55,71.4,29.4,162.4,83.7,0.67,30.1,92.8,0.51,0.08,0.04,2.13,1.26,0.0,0.75,0.0,0.0,2.68,1.5,64.2,DF,88,88
