,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id
69,Dele Alli,1100000000,ENG,2,FW,Tottenham,Premier League,26,10.0,8.0,657.0,0.14,0.55,0.27,50.0,0.0,18.2,0.0,0.14,0.14,22.9,78.0,87.0,81.2,51.9,0.0,0.68,0.0,29.3,0.82,5.75,0.27,0.41,0.0,1.37,24.7,1.51,1.1,0.14,1.51,0.82,0.27,0.68,29.4,28.6,3.42,0.68,0.0,2.33,4.93,3.15,11.9,23.6,13.3,0.68,2.47,27.8,29.2,124.4,61.1,2.47,27.3,76.0,0.14,0.0,0.0,1.78,2.05,0.27,0.41,0.0,0.0,1.51,1.78,45.8,70,70
70,Miguel Almirón,3500000000,PAR,2,FW,Newcastle Utd,Premier League,28,30.0,19.0,1716.0,0.05,1.68,0.37,21.9,0.03,18.7,0.0,0.0,0.0,21.3,80.4,88.2,82.2,60.9,0.0,0.47,0.1,26.4,0.1,4.5,0.26,1.15,0.05,23.9,1.1,0.73,2.36,0.26,1.41,1.15,0.42,0.68,27.7,22.6,1.15,0.05,0.05,1.31,4.29,1.15,7.7,16.1,18.0,0.94,1.94,48.6,27.4,170.8,77.7,1.73,24.9,72.0,0.1,0.0,0.0,1.05,1.41,0.47,1.15,0.0,0.0,0.26,0.94,21.7,71,71
71,Marcos Alonso,700000000,ESP,1,N/A,Chelsea,Premier League,31,28.0,25.0,2167.0,0.17,1.78,0.41,23.3,0.09,18.9,0.37,0.0,0.0,47.0,77.7,88.4,84.2,46.0,0.17,1.37,0.62,60.4,1.08,9.71,2.07,2.66,2.7,44.0,4.56,1.99,3.69,0.37,0.87,0.54,0.46,0.58,43.8,12.4,1.62,0.25,0.0,2.74,4.61,3.11,18.7,26.9,32.2,0.79,1.62,48.7,43.4,204.0,106.6,1.33,43.0,87.7,0.33,0.0,0.0,1.37,1.41,0.12,2.66,0.04,0.0,2.45,1.08,69.4,72,72
74,Yeray Álvarez,1500000000,ESP,1,N/A,Athletic Club,La Liga,27,22.0,21.0,1860.0,0.0,0.39,0.0,0.0,0.0,11.9,0.0,0.0,0.0,39.9,82.8,92.0,90.4,63.6,0.0,0.19,0.0,48.1,2.37,5.31,2.08,0.1,0.0,3.57,38.9,0.68,0.53,0.05,0.87,0.77,0.0,0.34,50.0,6.62,1.35,0.87,0.05,2.61,4.25,8.7,31.3,29.2,3.0,0.19,0.34,57.1,29.7,217.7,117.8,0.24,31.5,98.8,0.29,0.0,0.0,1.21,0.77,0.05,0.1,0.0,0.0,3.38,2.22,60.3,75,75
76,Steven Alzate,450000000,COL,2,N/A,Brighton,Premier League,23,9.0,5.0,404.0,0.0,0.22,0.22,100.0,0.0,18.4,0.0,0.0,0.0,46.0,88.5,90.2,94.4,75.0,0.0,0.67,0.22,52.0,0.44,7.33,0.89,0.44,0.0,3.33,44.2,1.33,1.56,0.22,0.67,1.11,0.22,0.67,60.0,17.6,1.11,0.22,0.0,3.11,5.11,3.56,18.0,37.3,12.4,1.11,1.33,83.3,41.1,168.7,89.6,0.89,38.9,93.1,0.0,0.0,0.0,1.33,1.78,0.0,0.44,0.0,0.0,1.56,2.67,36.8,77,77
79,Daniel Amartey,1500000000,GHA,1,N/A,Leicester City,Premier League,27,28.0,23.0,2123.0,0.0,0.08,0.04,50.0,0.0,32.1,0.0,0.0,0.0,57.3,91.7,94.6,95.3,80.9,0.0,0.0,0.0,62.5,0.89,5.81,0.97,0.0,0.0,5.59,53.3,0.93,0.72,0.04,0.64,0.38,0.04,0.68,50.0,7.29,2.03,1.02,0.04,1.27,2.33,11.4,38.6,34.8,2.58,0.25,0.34,75.0,49.8,218.9,124.6,0.08,52.4,97.9,0.17,0.0,0.0,0.72,0.38,0.04,0.0,0.0,0.0,1.91,1.61,54.2,80,80
81,Jordan Amavi,300000000,FRA,1,N/A,Marseille,Ligue 1,28,2.0,2.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,86.4,89.5,91.7,75.0,0.0,1.43,0.71,62.9,1.43,5.71,2.14,1.43,0.0,37.9,12.1,4.29,0.71,0.0,2.86,1.43,0.71,3.57,55.6,9.29,0.71,0.0,0.0,0.71,5.71,2.14,17.9,50.0,12.1,0.0,2.14,0.0,47.9,230.7,127.1,1.43,52.1,90.1,0.0,0.0,0.0,2.14,0.71,0.0,1.43,0.0,0.0,2.14,1.43,60.0,82,82
82,Jordan Amavi,300000000,FRA,1,N/A,Nice,Ligue 1,28,8.0,4.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,84.8,91.8,87.8,65.1,0.0,0.65,0.22,68.7,1.09,9.35,1.74,1.52,0.0,43.0,13.3,1.09,1.09,0.22,1.52,1.52,0.0,2.17,55.6,11.3,2.83,0.22,0.0,2.83,5.87,2.17,20.9,49.8,15.4,1.74,2.83,61.5,53.3,234.1,126.5,1.52,50.2,96.7,0.22,0.0,0.0,0.43,0.65,0.0,1.52,0.0,0.0,2.17,1.96,52.6,83,83
83,Wisdom Amey,700000,ITA,1,N/A,Bologna,Serie A,16,1.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,69.0,77.8,80.0,55.6,0.0,0.0,0.0,36.3,6.25,1.25,3.75,0.0,0.0,11.3,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,12.5,1.25,0.0,0.0,2.5,5.0,2.5,20.0,26.3,5.0,0.0,0.0,0.0,27.5,172.5,82.5,0.0,22.5,94.7,0.0,0.0,0.0,1.25,2.5,0.0,0.0,0.0,0.0,3.75,1.25,75.0,84,84
84,Kelvin Amian,350000000,FRA,1,N/A,Spezia,Serie A,24,32.0,31.0,2646.0,0.03,0.88,0.24,26.9,0.04,14.2,0.0,0.0,0.0,30.6,79.2,89.2,81.0,56.6,0.03,0.41,0.1,38.7,0.71,5.99,0.37,0.54,0.0,3.16,24.9,1.46,0.95,0.03,1.5,0.51,0.31,0.78,57.5,15.1,2.31,0.78,0.0,1.63,3.95,4.42,20.3,21.5,10.2,0.71,1.09,65.6,25.6,117.7,60.7,0.71,25.6,88.6,0.31,0.07,0.03,1.33,0.54,0.03,0.54,0.0,0.0,1.46,1.33,52.4,85,85
85,Nadiem Amiri,600000000,GER,2,FW,Genoa,Serie A,25,13.0,9.0,683.0,0.0,2.11,0.79,37.5,0.0,22.3,0.13,0.0,0.0,29.9,73.9,85.7,79.0,40.8,0.13,0.92,0.13,40.4,1.84,5.53,0.92,1.05,1.71,3.29,35.3,1.71,3.82,0.13,0.39,0.66,0.39,0.39,30.0,20.4,0.92,0.0,0.0,0.66,2.11,0.13,5.13,30.1,23.0,1.84,3.29,56.0,38.6,190.7,106.7,1.84,38.0,84.3,0.0,0.0,0.0,0.92,3.03,0.13,1.05,0.0,0.0,0.66,1.84,26.3,86,86
86,Nadiem Amiri,600000000,GER,2,FW,Leverkusen,Bundesliga,25,13.0,3.0,369.0,0.24,1.95,0.49,25.0,0.13,20.1,0.24,0.0,0.0,44.9,82.5,87.1,88.5,65.6,0.0,2.2,0.0,54.4,0.24,11.0,3.41,0.73,1.22,4.63,48.8,1.22,1.71,0.24,0.98,0.49,0.49,0.98,57.1,13.9,1.22,0.24,0.0,1.22,3.17,0.24,13.9,38.3,21.7,1.71,3.41,50.0,50.5,324.9,163.7,1.95,51.5,86.1,0.0,0.0,0.0,0.24,3.17,0.0,0.73,0.0,0.0,0.24,0.98,20.0,87,87
87,Ethan Ampadu,900000000,WAL,2,DF,Venezia,Serie A,21,29.0,26.0,2282.0,0.0,0.28,0.04,14.3,0.0,18.5,0.0,0.0,0.0,34.1,75.0,82.9,83.9,53.3,0.12,0.51,0.2,45.4,1.57,7.28,0.98,0.75,0.0,6.5,31.9,1.26,1.42,0.2,1.73,0.98,0.28,0.79,44.4,16.9,2.4,0.83,0.0,2.17,5.16,5.51,23.6,28.5,7.87,0.39,0.55,71.4,29.4,162.4,83.7,0.67,30.1,92.8,0.51,0.08,0.04,2.13,1.26,0.0,0.75,0.0,0.0,2.68,1.5,64.2,88,88
88,Sofyan Amrabat,2500000000,MAR,2,N/A,Fiorentina,Serie A,25,23.0,8.0,944.0,0.1,0.38,0.29,75.0,0.25,24.4,0.0,0.0,0.0,61.1,90.3,92.6,92.8,88.7,0.0,0.67,0.0,67.7,2.57,8.0,3.05,0.29,0.0,3.14,61.0,1.71,1.52,0.0,1.43,1.05,0.48,1.52,51.6,24.2,2.57,0.76,0.0,0.95,3.9,2.95,18.0,52.9,11.6,0.86,1.24,69.2,52.8,283.1,111.4,0.67,54.9,96.6,0.57,0.0,0.0,2.76,1.43,0.0,0.29,0.0,0.0,0.95,1.62,37.0,89,89
89,Joachim Andersen,3200000000,DEN,1,N/A,Crystal Palace,Premier League,25,34.0,32.0,2916.0,0.0,0.25,0.09,37.5,0.0,14.0,0.03,0.0,0.0,56.0,82.5,88.8,93.0,66.5,0.09,0.37,0.09,67.8,2.28,5.74,3.4,0.43,0.03,5.65,56.8,1.6,1.02,0.15,0.8,0.31,0.0,0.43,50.0,4.85,1.27,0.65,0.0,1.85,2.96,15.1,48.0,31.2,2.62,0.19,0.25,75.0,48.8,276.6,133.2,0.25,55.2,98.9,0.12,0.0,0.0,0.59,0.25,0.03,0.43,0.0,0.03,2.59,1.33,66.1,90,90
90,Felipe Anderson,1500000000,BRA,3,N/A,Lazio,Serie A,29,38.0,33.0,2888.0,0.19,1.37,0.5,36.4,0.14,15.8,0.0,0.0,0.0,34.5,77.8,86.0,78.5,59.1,0.25,1.99,0.37,44.4,0.25,6.54,0.9,2.21,0.4,6.73,34.8,2.27,3.18,0.53,1.06,1.03,0.47,0.87,30.4,24.4,2.02,0.16,0.03,1.15,3.71,1.12,7.13,27.3,27.8,1.78,3.49,50.9,42.0,224.1,150.2,2.06,42.1,81.9,0.06,0.0,0.0,1.37,1.25,0.22,2.21,0.0,0.0,0.56,0.9,38.3,91,91
91,Sebastian Andersson,100000000,SWE,3,N/A,Köln,Bundesliga,30,26.0,13.0,1257.0,0.21,2.5,0.93,37.1,0.09,11.3,0.0,0.0,0.0,12.0,66.4,73.5,56.3,42.9,0.07,0.36,0.07,18.1,0.0,7.79,0.07,1.07,0.0,2.36,9.29,0.79,1.57,0.29,0.07,0.29,0.57,0.5,63.6,13.7,0.5,0.0,0.0,0.21,1.14,0.64,1.71,12.6,17.2,0.43,1.07,40.0,17.2,57.3,20.7,1.86,23.2,51.1,0.21,0.0,0.0,1.93,1.21,0.43,1.07,0.0,0.0,3.71,6.0,38.2,92,92
95,Benjamin André,1000000000,FRA,2,N/A,Lille,Ligue 1,31,33.0,33.0,2752.0,0.07,0.59,0.16,27.8,0.11,13.0,0.0,0.0,0.0,46.7,80.7,86.5,83.7,68.4,0.03,0.46,0.03,57.8,1.44,11.9,2.06,0.56,0.03,7.75,43.6,2.55,1.41,0.13,1.41,1.93,0.42,1.01,32.0,22.4,2.52,0.49,0.0,2.48,6.24,4.02,19.0,43.1,12.3,0.52,0.69,76.2,40.3,204.7,102.5,1.05,45.2,90.4,0.39,0.03,0.03,2.45,2.12,0.07,0.56,0.07,0.0,3.86,2.65,59.3,96,96
96,Robert Andrich,1100000000,GER,2,N/A,Leverkusen,Bundesliga,27,26.0,21.0,1817.0,0.2,1.49,0.35,23.3,0.13,17.5,0.05,0.0,0.0,41.2,82.3,89.4,84.9,62.4,0.1,0.45,0.0,50.0,0.89,6.49,0.5,0.25,0.0,9.46,35.4,1.24,1.53,0.25,1.14,0.89,0.05,0.59,41.4,17.7,1.63,0.4,0.0,2.28,4.36,3.76,17.5,37.2,9.7,0.5,0.64,76.9,34.9,172.8,81.7,0.25,37.7,92.4,0.25,0.05,0.0,2.08,0.84,0.1,0.25,0.0,0.0,2.08,1.09,65.6,97,97
98,Angeliño,1400000000,ESP,1,N/A,RB Leipzig,Bundesliga,25,29.0,26.0,2298.0,0.08,0.59,0.27,46.7,0.13,16.4,0.0,0.0,0.0,42.9,72.5,89.9,76.6,42.6,0.2,2.24,1.25,59.1,1.88,7.22,2.59,5.02,2.08,45.0,3.88,1.61,3.18,0.39,0.63,0.63,0.12,0.63,51.6,10.3,1.8,0.16,0.0,1.37,2.75,2.12,16.7,28.4,25.6,0.51,0.82,61.9,38.8,147.7,70.9,0.82,41.1,87.6,0.12,0.0,0.0,0.67,1.57,0.16,5.02,0.0,0.0,0.82,0.9,47.7,99,99
102,Waldemar Anton,450000000,GER,1,N/A,Stuttgart,Bundesliga,25,29.0,29.0,2595.0,0.07,0.8,0.21,26.1,0.09,13.8,0.0,0.0,0.0,53.5,85.6,92.6,92.0,66.3,0.03,0.38,0.07,62.5,1.67,6.39,1.74,0.42,0.0,10.0,47.3,0.87,1.04,0.07,0.94,0.63,0.07,0.73,50.0,11.4,1.77,0.63,0.03,2.29,3.92,12.7,42.6,33.8,3.82,0.52,0.8,65.2,47.5,303.0,152.4,0.42,49.1,98.3,0.21,0.03,0.0,1.08,0.66,0.03,0.42,0.0,0.0,3.06,2.22,57.9,103,103
104,Michail Antonio,900000000,JAM,3,N/A,West Ham,Premier League,32,36.0,34.0,2971.0,0.3,2.52,0.82,32.5,0.12,14.3,0.0,0.0,0.03,14.1,65.8,76.9,68.1,53.6,0.24,0.97,0.39,21.5,0.09,6.67,0.67,1.64,0.03,3.18,14.9,1.03,3.09,0.52,0.21,0.27,0.36,0.18,30.0,13.9,0.79,0.03,0.0,0.42,1.27,0.61,2.24,14.5,21.8,1.36,2.85,47.9,26.3,133.3,77.3,2.67,27.2,53.7,0.24,0.03,0.03,1.55,1.91,0.39,1.64,0.0,0.0,2.45,4.39,35.8,105,105
105,Christopher Antwi-Adjei,180000000,GHA,3,MF,Bochum,Bundesliga,28,25.0,12.0,1130.0,0.08,2.3,0.79,34.5,0.03,14.9,0.0,0.0,0.0,13.0,62.6,74.4,66.7,36.7,0.08,0.87,0.32,20.8,0.0,4.68,0.32,2.22,0.08,3.57,13.0,1.43,1.83,0.16,0.71,0.95,0.48,0.63,38.1,20.4,1.43,0.08,0.0,0.56,2.7,0.32,4.6,15.0,21.9,0.79,2.38,33.3,24.2,149.5,78.9,2.46,23.9,56.5,0.16,0.0,0.0,1.27,2.3,0.87,2.22,0.0,0.0,1.19,4.44,21.1,106,106
106,Houssem Aouar,1500000000,FRA,2,FW,Lyon,Ligue 1,23,36.0,29.0,2504.0,0.22,2.77,0.9,32.5,0.08,17.6,0.0,0.0,0.0,45.8,87.3,92.0,88.7,73.4,0.14,1.22,0.07,52.5,1.01,8.88,0.76,0.5,0.4,5.0,45.8,1.8,3.67,0.22,0.58,0.9,0.43,0.68,37.3,18.7,0.79,0.04,0.0,1.37,3.27,0.5,8.02,39.0,25.5,2.7,4.89,55.1,52.4,240.7,141.5,2.19,51.8,83.4,0.04,0.0,0.0,1.08,1.73,0.11,0.5,0.0,0.0,0.4,0.9,30.6,107,107
107,Adil Aouchiche,300000000,FRA,2,FW,Saint-Étienne,Ligue 1,19,35.0,11.0,1081.0,0.0,1.83,0.83,45.5,0.0,21.5,0.0,0.0,0.0,40.0,76.1,85.6,80.8,58.5,0.33,0.75,0.33,52.6,1.58,9.08,3.92,2.0,3.0,7.5,41.8,2.67,2.92,0.5,0.5,0.83,0.42,0.5,20.7,28.1,1.75,0.08,0.0,1.75,3.5,0.58,9.67,39.1,24.8,1.92,3.33,57.5,47.6,270.1,163.4,2.0,46.6,83.3,0.17,0.0,0.0,1.08,1.33,0.17,2.0,0.0,0.0,1.17,2.0,36.8,108,108
109,Mauro Arambarri,1300000000,URU,2,N/A,Getafe,La Liga,26,31.0,31.0,2663.0,0.0,1.25,0.27,21.6,0.0,26.6,0.07,0.0,0.0,32.0,75.0,84.7,82.7,62.1,0.17,0.44,0.17,42.6,2.87,6.49,3.34,0.84,2.2,3.48,35.6,1.18,2.36,0.37,0.74,1.08,0.34,0.57,29.8,21.5,1.82,0.17,0.0,1.59,3.75,1.42,9.66,34.2,12.1,1.32,1.89,69.6,32.9,168.5,69.8,1.22,31.5,92.8,0.44,0.0,0.0,2.4,1.72,0.0,0.84,0.03,0.0,1.05,1.22,46.3,110,110
113,Ronald Araújo,7000000000,URU,1,N/A,Barcelona,La Liga,23,30.0,25.0,2272.0,0.16,0.75,0.4,52.6,0.21,11.4,0.0,0.0,0.0,58.9,90.4,95.1,94.5,74.3,0.0,0.2,0.08,65.2,1.71,5.48,2.14,0.2,0.0,5.08,54.7,0.99,0.52,0.0,1.47,0.44,0.04,0.91,76.7,8.77,1.98,0.83,0.04,1.47,3.41,9.37,36.0,40.4,3.65,0.24,0.48,50.0,50.6,303.7,188.3,0.2,53.2,98.3,0.24,0.0,0.0,0.95,0.52,0.04,0.2,0.0,0.0,2.86,1.03,73.5,114,114
115,Alphonse Areola,800000000,FRA,4,N/A,West Ham,Premier League,29,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,48.8,0.0,100.0,34.4,0.0,0.0,0.0,41.0,3.0,6.0,0.0,0.0,0.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,17.0,48.0,12.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,116
119,Adam Armstrong,1200000000,ENG,3,N/A,Southampton,Premier League,25,23.0,17.0,1413.0,0.13,2.99,0.89,29.8,0.04,17.0,0.0,0.0,0.0,14.2,70.8,77.9,75.6,50.0,0.13,0.83,0.0,20.1,0.0,4.14,0.57,1.4,0.0,4.08,13.9,0.89,1.85,0.19,0.19,0.19,0.25,0.0,0.0,15.2,0.64,0.06,0.0,0.57,1.21,0.51,2.55,12.7,18.4,1.21,2.42,50.0,21.7,123.1,67.6,1.59,22.2,53.5,0.06,0.0,0.0,0.96,0.57,0.13,1.4,0.0,0.0,0.89,2.42,26.9,120,120
120,Stuart Armstrong,600000000,SCO,2,N/A,Southampton,Premier League,30,25.0,15.0,1473.0,0.12,2.32,0.55,23.7,0.05,19.8,0.0,0.0,0.0,35.5,79.4,83.1,85.8,62.3,0.0,1.46,0.3,44.8,0.12,7.56,0.55,1.95,0.12,7.62,35.2,2.32,3.11,0.12,0.85,0.3,0.43,0.43,24.1,16.2,1.04,0.06,0.0,0.85,2.44,1.52,8.05,27.0,27.6,1.59,3.48,45.6,43.7,278.3,142.5,1.52,41.0,87.6,0.06,0.0,0.0,0.67,1.46,0.06,1.95,0.0,0.0,0.3,1.34,18.5,121,121
122,Maximilian Arnold,1700000000,GER,2,N/A,Wolfsburg,Bundesliga,28,34.0,34.0,2994.0,0.12,1.2,0.42,35.0,0.1,31.7,0.39,0.0,0.0,43.4,78.2,87.3,90.3,59.3,0.06,0.99,0.15,55.5,4.41,7.87,3.6,1.38,3.06,41.2,11.5,1.38,2.85,0.15,0.81,0.57,0.12,0.42,29.8,16.9,1.38,0.45,0.03,2.04,3.54,3.36,17.0,38.1,12.5,0.15,0.24,62.5,38.1,177.2,78.9,0.81,38.6,94.6,0.12,0.0,0.0,1.71,1.92,0.03,1.38,0.03,0.0,0.99,0.78,55.9,123,123
123,Kepa Arrizabalaga,1500000000,ESP,4,N/A,Chelsea,Premier League,27,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,82.7,100.0,100.0,52.9,0.0,0.0,0.0,34.8,2.0,4.5,1.0,0.0,0.0,3.25,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,37.3,0.0,0.0,0.0,0.0,0.0,21.3,63.3,29.3,0.0,20.3,100.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,124
124,Tolgay Arslan,200000000,GER,2,N/A,Udinese,Serie A,31,30.0,22.0,1658.0,0.05,1.25,0.49,39.1,0.04,21.6,0.05,0.0,0.0,29.7,80.3,86.1,86.8,63.2,0.0,0.43,0.05,37.0,1.14,5.92,0.71,1.36,0.38,3.91,31.0,1.3,2.5,0.38,0.82,0.6,0.33,0.65,26.1,17.9,1.47,0.16,0.0,1.74,3.48,1.9,10.5,27.0,14.5,0.98,1.9,51.4,31.6,187.9,103.7,1.03,28.6,87.8,0.49,0.0,0.0,1.74,2.28,0.0,1.36,0.0,0.0,0.43,0.65,40.0,125,125
126,Santiago Arzamendia,150000000,PAR,2,DF,Cádiz,La Liga,24,14.0,5.0,469.0,0.19,1.15,0.19,16.7,0.17,35.6,0.0,0.0,0.0,21.0,64.1,81.0,74.1,24.3,0.0,0.77,0.58,32.7,0.77,7.31,1.54,2.5,0.96,20.0,3.65,1.15,0.77,0.0,1.73,0.77,0.19,1.35,43.8,18.7,1.73,0.0,0.0,1.54,4.23,2.88,15.2,18.8,14.8,0.38,1.92,20.0,25.2,118.3,68.5,1.54,23.7,72.4,0.38,0.0,0.0,1.54,1.54,0.19,2.5,0.0,0.0,3.65,2.88,55.9,127,127
127,Takuma Asano,400000000,JPN,3,MF,Bochum,Bundesliga,27,27.0,20.0,1608.0,0.17,1.79,0.61,34.4,0.09,17.0,0.0,0.0,0.0,14.7,69.6,76.2,75.6,46.7,0.22,0.73,0.34,21.1,0.06,4.97,0.5,1.4,0.0,6.26,12.8,0.84,2.4,0.28,0.28,0.45,0.17,0.39,29.2,20.8,1.23,0.22,0.0,0.95,1.84,0.5,5.14,14.5,17.5,1.12,2.29,48.8,24.8,163.5,96.9,2.07,23.4,59.0,0.06,0.0,0.0,0.89,1.68,1.01,1.4,0.0,0.0,1.12,2.96,27.4,128,128
129,Sergio Asenjo,150000000,ESP,4,N/A,Villarreal,La Liga,32,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,82.4,100.0,98.9,61.9,0.0,0.0,0.0,37.0,0.5,2.0,0.83,0.0,0.0,5.67,23.7,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,40.8,0.17,0.0,0.0,0.0,0.0,21.7,90.7,49.5,0.0,18.3,99.1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,130
131,Marco Asensio,2500000000,ESP,3,MF,Real Madrid,La Liga,26,31.0,19.0,1731.0,0.52,3.33,1.61,48.4,0.16,18.6,0.05,0.0,0.0,38.5,81.9,89.3,88.4,58.2,0.0,1.04,0.16,47.1,0.83,7.03,2.03,2.24,2.34,40.9,4.43,1.77,3.39,0.36,0.42,0.31,0.1,0.36,35.0,9.58,0.78,0.05,0.0,1.3,2.14,0.73,5.52,24.6,31.5,1.04,2.03,51.3,42.3,245.7,130.3,1.3,43.6,83.6,0.1,0.0,0.0,0.63,1.35,0.1,2.24,0.0,0.0,0.05,0.47,10.0,132,132
132,Harrison Ashby,100000000,SCO,1,N/A,West Ham,Premier League,20,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,87.5,100.0,80.0,100.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,30.0,10.0,50.0,0.0,0.0,0.0,40.0,210.0,50.0,0.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,133
133,Kristoffer Askildsen,200000000,NOR,2,N/A,Sampdoria,Serie A,21,19.0,7.0,754.0,0.0,0.83,0.0,0.0,0.0,17.5,0.0,0.0,0.0,18.6,68.4,81.6,73.3,36.4,0.0,0.24,0.0,27.1,0.83,6.31,0.24,0.12,0.0,5.12,17.1,1.43,0.83,0.12,0.6,1.19,0.12,0.83,43.8,16.4,2.62,1.19,0.0,2.14,4.05,4.52,12.9,18.7,8.57,0.48,0.83,57.1,20.0,87.0,45.7,0.83,19.0,75.5,0.6,0.0,0.0,2.38,1.67,0.0,0.12,0.0,0.12,2.74,2.02,57.5,134,134
134,Fisnik Asllani,800000,KVX,2,FW,Hoffenheim,Bundesliga,19,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,75.0,100.0,100.0,50.0,0.0,0.0,0.0,80.0,0.0,40.0,0.0,0.0,0.0,10.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,10.0,0.0,60.0,130.0,20.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,135
135,Kristjan Asllani,1200000000,ALB,2,N/A,Empoli,Serie A,20,23.0,14.0,1353.0,0.07,1.07,0.4,37.5,0.06,24.5,0.13,0.0,0.0,41.1,82.7,89.3,90.7,64.0,0.07,0.27,0.07,49.7,2.07,5.07,2.6,0.87,1.07,12.5,35.8,1.47,1.87,0.13,0.93,0.73,0.13,0.67,37.0,17.0,1.27,0.53,0.07,2.27,4.07,4.13,19.9,33.4,9.67,0.33,0.8,41.7,39.3,204.9,90.1,0.6,39.4,94.6,0.13,0.0,0.0,0.8,1.6,0.0,0.87,0.0,0.0,0.33,1.0,25.0,136,136
136,Iago Aspas,700000000,ESP,3,N/A,Celta Vigo,La Liga,34,37.0,36.0,3087.0,0.5,2.45,1.08,44.0,0.17,15.9,0.2,0.09,0.15,28.5,71.9,82.2,71.5,52.8,0.15,1.22,0.29,39.6,1.11,8.6,1.63,2.51,0.87,28.0,8.6,2.45,3.29,0.44,0.09,0.12,0.2,0.12,18.2,12.0,1.02,0.09,0.03,0.61,1.02,0.67,3.53,21.3,28.3,1.05,1.78,59.0,35.0,190.4,105.2,1.34,38.3,72.5,0.26,0.0,0.0,0.76,1.87,0.58,2.51,0.03,0.0,1.02,1.81,36.1,137,137
137,Lorenz Assignon,400000000,TOG,1,N/A,Rennes,Ligue 1,21,20.0,5.0,616.0,0.0,0.88,0.59,66.7,0.0,8.7,0.0,0.0,0.0,45.7,80.4,85.7,87.6,57.7,0.29,0.74,0.29,56.9,0.74,6.32,1.18,2.21,0.0,3.68,39.0,2.21,2.65,0.29,1.32,0.59,0.15,0.59,33.3,14.3,2.5,0.44,0.0,2.06,4.12,4.85,18.4,29.7,23.8,0.74,1.32,55.6,40.0,188.1,112.4,1.03,37.2,87.5,0.0,0.0,0.0,1.91,2.06,0.29,2.21,0.0,0.0,1.47,0.88,62.5,138,138
